schema_version,repo_full_name,repo_url,stars,primary_language,github_description,github_topics,detected_instruction_artifacts,ci_evidence,release_evidence,agent_product_flag,sample_stratum,primary_label,secondary_tags,confidence,evidence_notes,annotator_id,annotation_round,adjudication_status,adjudicated_label,adjudication_notes
0.2,Comfy-Org/docs,https://github.com/Comfy-Org/docs,265,MDX,Documentation for ComfyUI,,"{""matched_paths"": [""ja/tutorials/partner-nodes/google/gemini.mdx""], ""queries"": [""GEMINI.md""]}",.github/workflows; specs/,,true,stars:200-999|artifact:GEMINI.md|agent_flag:true,EXCLUDE,,high,Documentation-only repository,claude_r2,1,,,
0.2,ClaudiuBogdan/hack-for-facts-eb-client,https://github.com/ClaudiuBogdan/hack-for-facts-eb-client,50,TypeScript,"Platformă de explorare a datelor financiare publice pentru cetățeni, jurnaliști, persoane publice și alte persoane interesate.",buget|money|romania,"{""matched_paths"": [""gpt-prompt/review-template.md""], ""queries"": [""*.prompt.md""]}",.github/workflows; tests/,,true,stars:50-199|artifact:*.prompt.md|agent_flag:true,CONVENTIONAL_SOFTWARE,,high,End-user public financial data exploration platform,claude_r2,1,,,
0.2,EffortlessMetrics/perl-lsp,https://github.com/EffortlessMetrics/perl-lsp,19,Rust,Rust Perl Language Server (LSP) + parser toolkit (tree-sitter + pure Rust).,code-completion|dap|debug-adapter-protocol|diagnostics|incremental-parsing|language-server-protocol|lsp|parser|perl|refactoring|rust|semantic-analysis|static-analysis|tree-sitter|vscode,"{""matched_paths"": ["".aider.conf.yml""], ""queries"": ["".aider.conf.yml""]}",.github/workflows; Cargo.toml; tests/,tags=1; releases=1,true,stars:10-49|artifact:.aider.conf.yml|agent_flag:true,CONVENTIONAL_SOFTWARE,,high,Perl language server for developers not AI-specific,claude_r2,1,,,
0.2,JuliusBrussee/caveman-code,https://github.com/JuliusBrussee/caveman-code,537,TypeScript,,,"{""matched_paths"": [""packages/coding-agent/src/core/system-prompt.ts""], ""queries"": [""system-prompt.*""]}",.github/workflows,,true,stars:200-999|artifact:system-prompt.*|agent_flag:true,EXCLUDE,,low,Insufficient evidence provided,claude_r2,1,,,
0.2,DeadmanAbir/AgentGenesis,https://github.com/DeadmanAbir/AgentGenesis,119,TypeScript,"Welcome to AgentGenesis, your source for customizable Gen AI code snippets that you can easily copy and paste into your applications.",ai|contentlayer|generative-ai|hacktoberfest|hacktoberfest-accepted|langchain-js|nextjs,"{""matched_paths"": [""src/content/components/chatGemini.mdx""], ""queries"": [""GEMINI.md""]}",.github/workflows,,true,stars:50-199|artifact:GEMINI.md|agent_flag:true,CONVENTIONAL_SOFTWARE,,medium,Generative AI code snippets collection primarily educational content,claude_r2,1,,,
0.2,Godzilla675/clip-js-copilot,https://github.com/Godzilla675/clip-js-copilot,42,TypeScript,"online video editor built with nextjs, remotion and ffmpeg (web assembly port) for render.",,"{""matched_paths"": [""apps/backend/src/llm/system-prompt.ts""], ""queries"": [""system-prompt.*""]}",.github/workflows; tests/,,true,stars:10-49|artifact:system-prompt.*|agent_flag:true,CONVENTIONAL_SOFTWARE,,high,End-user online video editor,claude_r2,1,,,
0.2,Bugb-Technologies/guardlink,https://github.com/Bugb-Technologies/guardlink,16,TypeScript,"AI-maintained security annotations for code. Continuous threat modeling, enforced in CI.",annotations|devsecops|mcp|security|threat-modeling,"{""matched_paths"": ["".clinerules""], ""queries"": ["".clinerules""]}",.github/workflows; tests/,tags=1; releases=1,true,stars:10-49|artifact:.clinerules|agent_flag:true,AI_PRODUCT,,high,AI-maintained security annotations with MCP for DevSecOps,claude_r2,1,,,
0.2,RajjjAryan/career-copilot,https://github.com/RajjjAryan/career-copilot,35,JavaScript,AI-powered job search pipeline built on GitHub Copilot CLI,ai|ats|automation|career|cli|contributions-welcome|copilot|github-copilot|golang|good-first-issue|hacktoberfest|help-wanted|job-application|job-hunting|job-search|nodejs|open-source|resume|terminal,"{""matched_paths"": ["".windsurfrules""], ""queries"": ["".windsurfrules""]}",.github/workflows,tags=1; releases=1,true,stars:10-49|artifact:.windsurfrules|agent_flag:true,CONVENTIONAL_SOFTWARE,,high,AI-powered job search for end-user job seekers,claude_r2,1,,,
0.2,FRACerqueira/PromptPlus,https://github.com/FRACerqueira/PromptPlus,67,C#,Interactive command-line toolkit for .Net core with powerful controls and commands to create professional console applications.,autocomplete-suggestions|chart|cli|command-line|console|console-table|csharp|datagridview|dotnet|grid-layout|maskedit|prompt|readline|table|terminal,"{""matched_paths"": [""docs/api/assemblies/PromptPlusLibrary/Color/Chartreuse4.md"", ""docs/api/assemblies/PromptPlusLibrary/Color/Grey85.md"", ""docs/api/assemblies/PromptPlusLibrary/InputStyles.md"", ""docs/api/assemblies/PromptPlusLibrary/TableStyles.md""], ""queries"": [""*.prompt.md""]}",.github/workflows,tags=1; releases=1,true,stars:50-199|artifact:*.prompt.md|agent_flag:true,CONVENTIONAL_SOFTWARE,,high,General-purpose CLI toolkit for .NET developers,claude_r2,1,,,
0.2,Nagi-ovo/gemini-voyager,https://github.com/Nagi-ovo/gemini-voyager,18820,TypeScript,"An all-in-one enhancement suite for Google Gemini & AI Studio - timeline navigation, folder management, prompt library, and chat export in one powerful extension. / Google Gemini & AI Studio 全能增强插件：集成时间轴导航、文件夹管理、提示词库及聊天导出等众多功能。",ai-studio|bun|chat-management|chrome-extension|edge-addon|firefox-addons|gemini|safari-extension|vibe-coding,"{""matched_paths"": [""docs/en/guide/prompts.md""], ""queries"": [""*.prompt.md""]}",.github/workflows,tags=1; releases=1,true,stars:1000+|artifact:*.prompt.md|agent_flag:true,CONVENTIONAL_SOFTWARE,,high,End-user browser extension for Gemini users,claude_r2,1,,,
0.2,FlagAI-Open/FlagAI,https://github.com/FlagAI-Open/FlagAI,3869,Python,"FlagAI (Fast LArge-scale General AI models) is a fast, easy-to-use and extensible toolkit for large-scale model.",,"{""matched_paths"": [""examples/ca-lora/src/section-4.1/opendelta/examples/examples_prompt/README.md""], ""queries"": [""*.prompt.md""]}",.github/workflows; tests/,tags=1; releases=1,true,stars:1000+|artifact:*.prompt.md|agent_flag:true,AI_PRODUCT,,high,Toolkit for large-scale AI models for AI practitioners,claude_r2,1,,,
0.2,Menghuan1918/drawio2go,https://github.com/Menghuan1918/drawio2go,209,TypeScript,"A modern DrawIO editor application.  AI-Powered, Human-AI Collaboration | AI 加持，人机共绘drawio",ai|ai-agents|drawio|mcp|mcp-server,"{""matched_paths"": [""AGENTS.md""], ""queries"": [""AGENTS.md""]}",.github/workflows,tags=1; releases=1,true,stars:200-999|artifact:AGENTS.md|agent_flag:true,AI_PRODUCT,,high,AI-powered DrawIO with MCP server for AI builders,claude_r2,1,,,
0.2,NiaExperience/PearlOS,https://github.com/NiaExperience/PearlOS,52,TypeScript,Your Interface to Intelligence,ai|ai-companion|assistant|llm-based-browser|local-first|open-source|openclaw|personal,"{""matched_paths"": ["".aider.conf.yml""], ""queries"": ["".aider.conf.yml""]}",.github/workflows; pytest.ini; tests/,tags=1; releases=1,true,stars:50-199|artifact:.aider.conf.yml|agent_flag:true,CONVENTIONAL_SOFTWARE,,medium,AI assistant/companion end-user product not AI builder tooling,claude_r2,1,,,
0.2,AlbertoUAH/datos-gob-es-mcp,https://github.com/AlbertoUAH/datos-gob-es-mcp,17,Python,,,"{""matched_paths"": [""prompts/__init__.py""], ""queries"": [""prompts/""]}",.github/workflows; pytest.ini; tests/,tags=1; releases=1,true,stars:10-49|artifact:prompts/|agent_flag:true,EXCLUDE,,low,Insufficient evidence provided,claude_r2,1,,,
0.2,GongLingRui/juben,https://github.com/GongLingRui/juben,78,Python,"AI影视创作策划评估工作流|剧本创作 Agent 平台是一个基于 AI 的专业影视创作辅助系统，整合了 20+ 个专业 Agents，覆盖从策划、创作到评估的全流程。短剧创作|策划|评估Agent,故事大纲生成｜详细情节点｜剧本｜故事质量ip评估｜已播剧情分析｜故事五元素分析｜情节点工作流｜人物小传｜人物关系｜思维导图｜",,"{""matched_paths"": [""prompts/python_prompts/series_analysis_system_system.py"", ""prompts/python_prompts/short_drama_creater_system_system.py""], ""queries"": [""prompts/""]}",.github/workflows; tests/,,true,stars:50-199|artifact:prompts/|agent_flag:true,CONVENTIONAL_SOFTWARE,,high,AI影视创作 for creative writers not AI system builders,claude_r2,1,,,
0.2,Castor6/tactus,https://github.com/Castor6/tactus,360,TypeScript,"The first browser AI Agent extension to support Agent Skills, enabling AI to perform complex tasks through an expandable skill system. 🌟 Star if you like it! | 首个支持 Agent Skills 的浏览器 AI Agent 扩展，让 AI 通过可扩展技能系统执行复杂任务 🌟 如果喜欢请点个 Star！",ai|ai-agent|browser-extension|chat|chatbot|llm|skills,"{""matched_paths"": ["".agents/skills/design-style/prompts/BoldTypography.md""], ""queries"": [""*.prompt.md""]}",.github/workflows,tags=1; releases=1,true,stars:200-999|artifact:*.prompt.md|agent_flag:true,AI_PRODUCT,,high,Browser AI Agent with Skills for AI agent developers,claude_r2,1,,,
0.2,DifferentiableUniverseInitiative/jax_cosmo,https://github.com/DifferentiableUniverseInitiative/jax_cosmo,240,Python,A differentiable cosmology library in JAX,,"{""matched_paths"": [""CLAUDE.md""], ""queries"": [""CLAUDE.md""]}",.github/workflows; pytest.ini; tests/,tags=1; releases=1,false,stars:200-999|artifact:CLAUDE.md|agent_flag:false,CONVENTIONAL_SOFTWARE,,medium,Cosmology research library not primarily AI tooling,claude_r2,1,,,
0.2,Philip-Cao-9527/code-note-helper,https://github.com/Philip-Cao-9527/code-note-helper,247,JavaScript,一个专为算法刷题、深度学习和 AI 学习场景打造的浏览器扩展。拒绝机械的复制粘贴，帮你自动化生成高质量复盘笔记、内置遗忘曲线驱动的间隔复习、轻松驾驭超长对话，让刷过的每一道题都成为真正的技术资产！,,"{""matched_paths"": ["".agents/skills/codenote-plan-mode-prompt/references/plan-template.md""], ""queries"": [""*.prompt.md""]}",.github/workflows,tags=1; releases=1,true,stars:200-999|artifact:*.prompt.md|agent_flag:true,CONVENTIONAL_SOFTWARE,,high,End-user browser extension for learning,claude_r2,1,,,
0.2,Ageniti/Ageniti,https://github.com/Ageniti/Ageniti,30,JavaScript,"A standard SDK for building agent-facing apps across MCP, CLI, React, and AI tool stacks.",agent|agents|app|cli|cli-app|developer-tools|mcp|mcp-server|sdk|sdk-js|typescript,"{""matched_paths"": [""AGENTS.md""], ""queries"": [""AGENTS.md""]}",.github/workflows; test/,,true,stars:10-49|artifact:AGENTS.md|agent_flag:true,AI_PRODUCT,,high,SDK for building agent-facing apps across MCP/AI stacks,claude_r2,1,,,
0.2,BlackBeltTechnology/pi-agent-dashboard,https://github.com/BlackBeltTechnology/pi-agent-dashboard,168,TypeScript,"Real-time web dashboard for pi coding-agent sessions. Multi-session view, live chat mirroring, integrated terminal, diff viewer, pi-flows execution, and mobile-first remote control via mDNS or zrok tunnel. Coexists with pi's TUI — doesn't replace it.",,"{""matched_paths"": [""openspec/changes/archive/2026-03-27-auto-resume-on-prompt/tasks.md""], ""queries"": [""*.prompt.md""]}",.github/workflows,tags=1; releases=1,true,stars:50-199|artifact:*.prompt.md|agent_flag:true,AI_PRODUCT,,medium,Web dashboard for pi coding-agent sessions for AI developers,claude_r2,1,,,
0.2,EpicStaff/EpicStaff,https://github.com/EpicStaff/EpicStaff,262,Python,"Source-available, self-hosted platform for building AI agent flows - visual editor over a Django backend.",ade|ai|aiagents|aiagentsframework|gui|low-code|multi-agent-systems|no-code|nodebasedprogramming|orchestration|python,"{""matched_paths"": [""src/django_app/tables/migrations/0183_remove_flowassistant_system_prompt_override.py"", ""src/knowledge/libraries/graphrag/graphrag/prompts/query/global_search_knowledge_system_prompt.py"", ""src/knowledge/libraries/graphrag/graphrag/prompts/query/global_search_map_system_prompt.py""], ""queries"": [""system_prompt.*""]}",.github/workflows,tags=1; releases=1,true,stars:200-999|artifact:system_prompt.*|agent_flag:true,AI_PRODUCT,,high,Self-hosted AI agent flow builder for AI practitioners,claude_r2,1,,,
0.2,3MFConsortium/gladius,https://github.com/3MFConsortium/gladius,52,C++,Gladius is a viewer and editor for 3mf files using the volumetric extension.,,"{""matched_paths"": ["".github/chatmodes/planning.chatmode.md""], ""queries"": ["".github/chatmodes""]}",.github/workflows,tags=1; releases=1,true,stars:50-199|artifact:.github/chatmodes|agent_flag:true,CONVENTIONAL_SOFTWARE,,high,3MF file viewer/editor for end users,claude_r2,1,,,
0.2,Puzzaks/PAIOS,https://github.com/Puzzaks/PAIOS,153,Dart,"Run Gemini Nano 100% offline. A powerful, private, & open-source AI interface.",ai|edge-computing|gemini|gemini-nano|google|google-ai|local|offline,"{""matched_paths"": [""assets/system_prompt.txt""], ""queries"": [""system_prompt.*""]}",test/,tags=1; releases=1,true,stars:50-199|artifact:system_prompt.*|agent_flag:true,CONVENTIONAL_SOFTWARE,,high,Offline Gemini Nano AI interface end-user application,claude_r2,1,,,
0.2,Fannon/search-bookmarks-history-and-tabs,https://github.com/Fannon/search-bookmarks-history-and-tabs,329,JavaScript,"Browser extension to search bookmarks, history and tabs. Supports tagging and fuzzy search.",bookmark|bookmarks|browser-extension|browserhistory|chrome-extension|chromium-extension|edge-extension|firefox-extension|manifest-v3|search|tab-groups|tabs-management|tagging,"{""matched_paths"": [""AGENTS.md""], ""queries"": [""AGENTS.md""]}",.github/workflows,tags=1; releases=1,true,stars:200-999|artifact:AGENTS.md|agent_flag:true,CONVENTIONAL_SOFTWARE,,high,Browser extension for bookmark/history search end users,claude_r2,1,,,
0.2,DCS-BR-Tools/briefing-room-for-dcs,https://github.com/DCS-BR-Tools/briefing-room-for-dcs,296,Lua,An advanced mission generator for Eagle Dynamic's DCS World.,,"{""matched_paths"": ["".cursorrules"", "".windsurfrules""], ""queries"": ["".cursorrules"", "".windsurfrules""]}",.github/workflows,tags=1; releases=1,true,stars:200-999|artifact:.cursorrules|agent_flag:true,CONVENTIONAL_SOFTWARE,,high,DCS World mission generator for gamers,claude_r2,1,,,
0.2,AngelMunoz/Kipo,https://github.com/AngelMunoz/Kipo,21,F#,An RPG-like Game prototype written in F# and Monogame,2d|3d|dotnet|ecs|fsharp|gamedev|isometric|monogame|prototype,"{""matched_paths"": [""GEMINI.md""], ""queries"": [""GEMINI.md""]}",.github/workflows,tags=1; releases=1,true,stars:10-49|artifact:GEMINI.md|agent_flag:true,CONVENTIONAL_SOFTWARE,,high,RPG game prototype for end-user players,claude_r2,1,,,
0.2,ARPAHLS/OPSIE,https://github.com/ARPAHLS/OPSIE,27,Python,An advanced Self-Centered Intelligence (SCI) prototype that represents a new paradigm in AI-human interaction.,agentic-rag|agents|ai|api|arpa|autonomous-agents|llm|local-ai|mcp|ml|multimodal|ollama|opsie|rag|self-hosted|sql,"{""matched_paths"": [""docs/PROMPTS_AND_SOULSIG.md""], ""queries"": [""*.prompt.md""]}",.github/workflows,tags=1; releases=1,true,stars:10-49|artifact:*.prompt.md|agent_flag:true,AI_PRODUCT,,high,Self-Centered Intelligence prototype with MCP for AI researchers,claude_r2,1,,,
0.2,HiveTrace/HiveTraceRed,https://github.com/HiveTrace/HiveTraceRed,27,Python,,,"{""matched_paths"": [""datasets/system_prompt_extraction_ru.csv""], ""queries"": [""system_prompt.*""]}",.github/workflows; tests/,tags=1; releases=1,true,stars:10-49|artifact:system_prompt.*|agent_flag:true,EXCLUDE,,low,Insufficient evidence provided,claude_r2,1,,,
0.2,ComeOnOliver/skillshub,https://github.com/ComeOnOliver/skillshub,52,Python,"🧠 The right skill, one API call. AI agent skills registry with token-efficient skill resolution. 5,000+ skills from 500+ top repos.",agent-skills|ai|ai-agents|developer-tools|drizzle|llm|nextjs|open-source|skill-registry|skill-resolver|typescript,"{""matched_paths"": [""skills/aiskillstore/marketplace/anthropics/agent-development/references/system-prompt-design.md"", ""skills/secondsky/claude-skills/elevenlabs-agents/assets/system-prompt-template.md""], ""queries"": [""system-prompt.*""]}",.github/workflows,tags=1; releases=1,true,stars:50-199|artifact:system-prompt.*|agent_flag:true,AI_PRODUCT,,high,AI agent skills registry for AI system developers,claude_r2,1,,,
0.2,GoodStartLabs/AI_Diplomacy,https://github.com/GoodStartLabs/AI_Diplomacy,672,Python,Frontier Models playing the board game Diplomacy.,ai|ai-benchmark|benchmark|llm,"{""matched_paths"": [""ai_diplomacy/prompts/germany_system_prompt.txt"", ""ai_diplomacy/prompts/standardized_system_prompts/germany_system_prompt.txt"", ""ai_diplomacy/prompts_simple/france_system_prompt.txt"", ""ai_diplomacy/prompts_simple/italy_system_prompt.txt"", ""ai_diplomacy/prompts_simple_optim_v1.0/austria_system_prompt.txt""], ""queries"": [""system_prompt.*""]}",.github/workflows; tests/,,true,stars:200-999|artifact:system_prompt.*|agent_flag:true,AI_PRODUCT,,high,AI benchmark testing LLMs for AI evaluators,claude_r2,1,,,
0.2,HenryLach/taskplane,https://github.com/HenryLach/taskplane,200,TypeScript,Multi-agent AI coding orchestration system designed to drive successful coding outcomes with a high level of transparency (think more light-factory than dark-factory).,agent|coding|orchestration|pi,"{""matched_paths"": [""taskplane-tasks/TP-003-external-task-folder-path-resolution/PROMPT.md"", ""taskplane-tasks/TP-142-segment-expansion-tool-and-ipc/PROMPT.md"", ""taskplane-tasks/TP-166-wave-planner-and-global-lane-cap/PROMPT.md""], ""queries"": [""*.prompt.md""]}",.github/workflows,tags=1; releases=1,true,stars:200-999|artifact:*.prompt.md|agent_flag:true,AI_PRODUCT,,high,Multi-agent AI coding orchestration for AI developers,claude_r2,1,,,
0.2,AgiFlow/aicode-toolkit,https://github.com/AgiFlow/aicode-toolkit,159,TypeScript,Toolkit for Coding Agents to work reliably with repo of any size.,full-stack|mcp-server|programming|vibecoding,"{""matched_paths"": [""packages/scaffold-mcp/src/instructions/prompts/scaffold-application.md""], ""queries"": [""*.prompt.md""]}",.github/workflows,tags=1; releases=1,true,stars:50-199|artifact:*.prompt.md|agent_flag:true,AI_PRODUCT,,medium,Toolkit for coding agents handling large repos,claude_r2,1,,,
0.2,OpenSPG/KAG,https://github.com/OpenSPG/KAG,8833,Python,KAG is a logical form-guided reasoning and retrieval framework based on OpenSPG engine and LLMs.  It is used to build logical reasoning and factual Q&A solutions for professional domain knowledge bases. It can effectively overcome the shortcomings of the traditional RAG vector similarity calculation model.,knowledge-graph|large-language-model|logical-reasoning|multi-hop-question-answering|trustfulness,"{""matched_paths"": [""kag/solver/prompt/kag_model/kag_system_prompt.py""], ""queries"": [""system_prompt.*""]}",.github/workflows; pytest.ini; tests/,tags=1; releases=1,true,stars:1000+|artifact:system_prompt.*|agent_flag:true,AI_PRODUCT,,high,Knowledge graph reasoning with LLMs for AI developers,claude_r2,1,,,
0.2,OpenCSGs/csghub-server,https://github.com/OpenCSGs/csghub-server,1070,Go,"csghub-server is the backend server for CSGHub which helps user to manage datasets, modes, and also run Model Inference, Finetune and Application Spaces.",ai|datasets|golang|huggingface|llm|models|platform,"{""matched_paths"": [""builder/store/database/migrations/20260513000000_add_guard_llm_system_prompt_to_prompt_prefixes.up.sql""], ""queries"": [""system_prompt.*""]}",.gitlab-ci.yml; go.mod,tags=1; releases=1,true,stars:1000+|artifact:system_prompt.*|agent_flag:true,CONVENTIONAL_SOFTWARE,,high,Backend server for dataset/model management not AI tooling,claude_r2,1,,,
0.2,DevopsArtFactory/unic,https://github.com/DevopsArtFactory/unic,13,Go,,,"{""matched_paths"": [""AGENTS.md""], ""queries"": [""AGENTS.md""]}",.github/workflows; go.mod,tags=1; releases=1,true,stars:10-49|artifact:AGENTS.md|agent_flag:true,EXCLUDE,,low,Insufficient evidence provided,claude_r2,1,,,
0.2,QuantumNous/new-api-docs-v1,https://github.com/QuantumNous/new-api-docs-v1,73,MDX,New API v1 official website documentation,ai-gateway|documentation|llms-txt|newapi,"{""matched_paths"": [""content/docs/en/api/ai-model/models/list/listmodelsgemini.mdx""], ""queries"": [""GEMINI.md""]}",.github/workflows,,true,stars:50-199|artifact:GEMINI.md|agent_flag:true,EXCLUDE,,high,Documentation-only website,claude_r2,1,,,
0.2,Autonoma-Labs/Open-CoWork,https://github.com/Autonoma-Labs/Open-CoWork,34,TypeScript,,,"{""matched_paths"": [""src/renderer/services/ai/system-prompt.ts""], ""queries"": [""system-prompt.*""]}",.github/workflows; tests/,,true,stars:10-49|artifact:system-prompt.*|agent_flag:true,EXCLUDE,,low,Insufficient evidence provided,claude_r2,1,,,
0.2,1amageek/SwiftAgent,https://github.com/1amageek/SwiftAgent,89,Swift,"  A type-safe, declarative AI agent framework for Swift. Build composable AI pipelines with Steps, Agents, structured           outputs, and tool integration. Features FIFO session management, MCP support, and distributed actor communication. ",agent|ai|swift,"{""matched_paths"": [""CLAUDE.md""], ""queries"": [""CLAUDE.md""]}",.github/workflows,tags=1; releases=0,true,stars:50-199|artifact:CLAUDE.md|agent_flag:true,AI_PRODUCT,,high,Declarative AI agent framework for Swift for AI developers,claude_r2,1,,,
0.2,Arenukvern/mcp_flutter,https://github.com/Arenukvern/mcp_flutter,327,Dart,MCP Toolkit for Flutter AI Agent Driven Development (MCP/CLI + custom client side tools) - via closed feedback loop (visual & semantic snapshot) and high client side customization adaptable for any Flutter app. Nowadays it is often called as agentic harness.,ai|dart|dynamic-tools|flutter|harness-engineering|harness-execution-layer|harness-framework|mcp|mcp-client|mcp-server|mcp-toolkit|mcp-tools,"{""matched_paths"": ["".clinerules""], ""queries"": ["".clinerules""]}",.github/workflows,tags=1; releases=1,true,stars:200-999|artifact:.clinerules|agent_flag:true,AI_PRODUCT,,high,MCP Toolkit for Flutter AI Agent Driven Development,claude_r2,1,,,
0.2,LiPu-jpg/Openwrite,https://github.com/LiPu-jpg/Openwrite,150,Python,AI小说创作引擎 - 对话式引导创建项目、动态+静态文件防遗忘、多维风格提取与合成、通用技法质量审核、热门题材查看分析、多层渐进式压缩长文本 支持：四级大纲(总纲→篇→节→章)、三层风格合成、伏笔DAG管理、情节弧线-节拍模板驱动写作、去AI味技法,ai-novel|story-writing|writing-assistant,"{""matched_paths"": [""skills/style-system/prompts/batch_extract_style.md""], ""queries"": [""*.prompt.md""]}",tests/,,true,stars:50-199|artifact:*.prompt.md|agent_flag:true,CONVENTIONAL_SOFTWARE,,high,AI novel writing engine for creative writers,claude_r2,1,,,
0.2,Naridon-Inc/aura,https://github.com/Naridon-Inc/aura,22,Rust,The Semantic Time Machine & Orchestrator for AI-Generated Code.,,"{""matched_paths"": ["".windsurfrules""], ""queries"": ["".windsurfrules""]}",.github/workflows; Cargo.toml; tests/,tags=1; releases=1,true,stars:10-49|artifact:.windsurfrules|agent_flag:true,AI_PRODUCT,,medium,Orchestrator for AI-generated code for AI developers,claude_r2,1,,,
