schema_version,repo_full_name,repo_url,stars,primary_language,github_description,github_topics,detected_instruction_artifacts,ci_evidence,release_evidence,agent_product_flag,sample_stratum,label,confidence,evidence_notes,annotator_id,annotation_round,adjudication_status,adjudicated_label,adjudication_notes
0.1,AI-Planning/l2p,https://github.com/AI-Planning/l2p,58,,,,"{""matched_paths"": [""l2p/templates/custom/prompt_initial_goal_metric.md""], ""queries"": [""*.prompt.md""]}",.github/workflows; tests/,tags=1; releases=1,true,stars:50-199|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,AI45Lab/Code,https://github.com/AI45Lab/Code,137,,,,"{""matched_paths"": [""core/prompts/analysis/intent_classify_system.md"", ""core/prompts/common/boundaries.md""], ""queries"": [""*.prompt.md""]}",.github/workflows; Cargo.toml,tags=1; releases=1,true,stars:50-199|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,AIDotNet/OpenCowork,https://github.com/AIDotNet/OpenCowork,485,,,,"{""matched_paths"": [""src/renderer/src/lib/agent/system-prompt.ts""], ""queries"": [""system-prompt.*""]}",.github/workflows,tags=1; releases=1,true,stars:200-999|artifact:system-prompt.*|agent_flag:true,,,,,,,,
0.1,AISecurityConsortium/AIGoat,https://github.com/AISecurityConsortium/AIGoat,63,,,,"{""matched_paths"": [""prompts/challenges/c4_context_override.md"", ""prompts/labs/excessive_agency.md""], ""queries"": [""*.prompt.md"", ""prompts/""]}",.github/workflows; tests/,tags=1; releases=1,true,stars:50-199|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,AIStoryBuilders/AIStoryBuilders,https://github.com/AIStoryBuilders/AIStoryBuilders,67,,,,"{""matched_paths"": [""wiki-content/Anatomy-Of-A-Prompt.md""], ""queries"": [""*.prompt.md""]}",.github/workflows,tags=1; releases=1,true,stars:50-199|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,AIrjen/OneButtonPrompt,https://github.com/AIrjen/OneButtonPrompt,1065,,,,"{""matched_paths"": [""user_guides/workflow_assist_and_prompt_variant_mode.md""], ""queries"": [""*.prompt.md""]}",.github/workflows,,true,stars:1000+|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,ALT-F4-LLC/dotfiles.vorpal,https://github.com/ALT-F4-LLC/dotfiles.vorpal,17,,,,"{""matched_paths"": [""docs/changelog/skills/evolve-agents.md""], ""queries"": [""AGENTS.md""]}",.github/workflows; Cargo.toml; tests/,,true,stars:10-49|artifact:AGENTS.md|agent_flag:true,,,,,,,,
0.1,AMAP-EAI/Nav-R2,https://github.com/AMAP-EAI/Nav-R2,20,,,,"{""matched_paths"": [""environment-modules-customed/transformers_4.51.3-xwt-customed/transformers/docs/source/zh/agents.md""], ""queries"": [""AGENTS.md""]}",tests/,,true,stars:10-49|artifact:AGENTS.md|agent_flag:true,,,,,,,,
0.1,ARCLab-MIT/kspdg,https://github.com/ARCLab-MIT/kspdg,27,,,,"{""matched_paths"": [""arclab_mit/system_prompt.md""], ""queries"": [""system_prompt.*""]}",tests/,tags=1; releases=0,true,stars:10-49|artifact:system_prompt.*|agent_flag:true,,,,,,,,
0.1,ARPAHLS/OPSIE,https://github.com/ARPAHLS/OPSIE,27,,,,"{""matched_paths"": [""docs/PROMPTS_AND_SOULSIG.md""], ""queries"": [""*.prompt.md""]}",.github/workflows,tags=1; releases=1,true,stars:10-49|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,ActiveInferenceInstitute/GEO-INFER,https://github.com/ActiveInferenceInstitute/GEO-INFER,11,,,,"{""matched_paths"": [""GEO-INFER-ACT/.cursorrules"", ""GEO-INFER-EXAMPLES/examples/module_orchestrators/HEALTH/AGENTS.md"", ""GEO-INFER-RISK/examples/AGENTS.md"", ""GEO-INFER-SPM/.cursorrules""], ""queries"": ["".cursorrules"", ""AGENTS.md""]}",.github/workflows,,true,stars:10-49|artifact:.cursorrules|agent_flag:true,,,,,,,,
0.1,Affitor/affiliate-skills,https://github.com/Affitor/affiliate-skills,474,,,,"{""matched_paths"": ["".cursorrules""], ""queries"": ["".cursorrules""]}",.github/workflows; tests/; spec/,,true,stars:200-999|artifact:.cursorrules|agent_flag:true,,,,,,,,
0.1,Ageniti/Ageniti,https://github.com/Ageniti/Ageniti,30,,,,"{""matched_paths"": [""AGENTS.md""], ""queries"": [""AGENTS.md""]}",.github/workflows; test/,,true,stars:10-49|artifact:AGENTS.md|agent_flag:true,,,,,,,,
0.1,Agent-Threat-Rule/agent-threat-rules,https://github.com/Agent-Threat-Rule/agent-threat-rules,258,,,,"{""matched_paths"": [""data/skills-sh/skills/github/suggest-awesome-github-copilot-instructions.md"", ""rules/context-exfiltration/ATR-2026-00275-system-prompt-training-data-extraction.yaml""], ""queries"": [""copilot-instructions.md"", ""system-prompt.*""]}",.github/workflows; tests/; spec/,tags=1; releases=1,true,stars:200-999|artifact:copilot-instructions.md|agent_flag:true,,,,,,,,
0.1,AgentOps-AI/agentops,https://github.com/AgentOps-AI/agentops,5643,,,,"{""matched_paths"": [""docs/v2/examples/openai_agents.mdx""], ""queries"": [""AGENTS.md""]}",.github/workflows; tests/,tags=1; releases=1,true,stars:1000+|artifact:AGENTS.md|agent_flag:true,,,,,,,,
0.1,AgentWrapper/agent-orchestrator,https://github.com/AgentWrapper/agent-orchestrator,7599,,,,"{""matched_paths"": ["".github/copilot-instructions.md""], ""queries"": [""copilot-instructions.md""]}",.github/workflows; tests/,tags=1; releases=1,true,stars:1000+|artifact:copilot-instructions.md|agent_flag:true,,,,,,,,
0.1,Agents2AgentsAI/ata,https://github.com/Agents2AgentsAI/ata,90,,,,"{""matched_paths"": [""codex-rs/core/templates/research/researcher_system_prompt.md""], ""queries"": [""system_prompt.*""]}",.github/workflows,tags=1; releases=1,true,stars:50-199|artifact:system_prompt.*|agent_flag:true,,,,,,,,
0.1,AgiFlow/aicode-toolkit,https://github.com/AgiFlow/aicode-toolkit,159,,,,"{""matched_paths"": [""packages/scaffold-mcp/src/instructions/prompts/scaffold-application.md""], ""queries"": [""*.prompt.md""]}",.github/workflows,tags=1; releases=1,true,stars:50-199|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,Agnuxo1/OpenCLAW-P2P,https://github.com/Agnuxo1/OpenCLAW-P2P,44,,,,"{""matched_paths"": [""paperclaw/integrations/aider/.aider.conf.yml""], ""queries"": ["".aider.conf.yml""]}",.github/workflows,tags=1; releases=0,true,stars:10-49|artifact:.aider.conf.yml|agent_flag:true,,,,,,,,
0.1,Agoric/agoric-sdk,https://github.com/Agoric/agoric-sdk,354,,,,"{""matched_paths"": ["".aiderignore""], ""queries"": ["".aiderignore""]}",.github/workflows,tags=1; releases=1,true,stars:200-999|artifact:.aiderignore|agent_flag:true,,,,,,,,
0.1,AlbertoUAH/datos-gob-es-mcp,https://github.com/AlbertoUAH/datos-gob-es-mcp,17,,,,"{""matched_paths"": [""prompts/__init__.py""], ""queries"": [""prompts/""]}",.github/workflows; pytest.ini; tests/,tags=1; releases=1,true,stars:10-49|artifact:prompts/|agent_flag:true,,,,,,,,
0.1,AlexChesser/ail,https://github.com/AlexChesser/ail,38,,,,"{""matched_paths"": [""demo/superpowers/prompts/writing-plans-system.md""], ""queries"": [""*.prompt.md""]}",.github/workflows; Cargo.toml; spec/,tags=1; releases=1,true,stars:10-49|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,Alexli18/binex,https://github.com/Alexli18/binex,62,,,,"{""matched_paths"": [""src/binex/prompts/edu-essay-evaluator-encouraging.md""], ""queries"": [""*.prompt.md""]}",.github/workflows; tests/,tags=1; releases=1,true,stars:50-199|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,Alfanous-team/alfanous,https://github.com/Alfanous-team/alfanous,285,,,,"{""matched_paths"": ["".github/copilot-instructions.md""], ""queries"": ["".github/copilot-instructions.md"", ""copilot-instructions.md""]}",.github/workflows,tags=1; releases=1,true,stars:200-999|artifact:.github/copilot-instructions.md|agent_flag:true,,,,,,,,
0.1,Alireza29675/yar-agent,https://github.com/Alireza29675/yar-agent,16,,,,"{""matched_paths"": [""src/prompts/tasks/timeline.md""], ""queries"": [""*.prompt.md""]}",.github/workflows,tags=1; releases=1,true,stars:10-49|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,AlphaBitCore/nexus-gateway,https://github.com/AlphaBitCore/nexus-gateway,18,,,,"{""matched_paths"": ["".cursor/rules/ne-fail-open.mdc""], ""queries"": ["".cursor/rules""]}",.github/workflows; tests/,,true,stars:10-49|artifact:.cursor/rules|agent_flag:true,,,,,,,,
0.1,AngelMunoz/Kipo,https://github.com/AngelMunoz/Kipo,21,,,,"{""matched_paths"": [""GEMINI.md""], ""queries"": [""GEMINI.md""]}",.github/workflows,tags=1; releases=1,true,stars:10-49|artifact:GEMINI.md|agent_flag:true,,,,,,,,
0.1,Anson-Trio/BaiShou-Next,https://github.com/Anson-Trio/BaiShou-Next,27,,,,"{""matched_paths"": [""apps/desktop/src/main/ipc/build-agent-system-prompt.ts""], ""queries"": [""system-prompt.*""]}",.github/workflows,tags=1; releases=1,true,stars:10-49|artifact:system-prompt.*|agent_flag:true,,,,,,,,
0.1,Antvirf/stui,https://github.com/Antvirf/stui,22,,,,"{""matched_paths"": ["".clinerules""], ""queries"": ["".clinerules""]}",.github/workflows; go.mod,tags=1; releases=1,true,stars:10-49|artifact:.clinerules|agent_flag:true,,,,,,,,
0.1,Arcanyx-org/NiXium,https://github.com/Arcanyx-org/NiXium,47,,,,"{""matched_paths"": ["".opencode.legacy/quests/07-claude-system-prompt-analysis/system-prompt-override.md""], ""queries"": [""system-prompt.*""]}",.github/workflows,,true,stars:10-49|artifact:system-prompt.*|agent_flag:true,,,,,,,,
0.1,Archeb/CyberGroupmate,https://github.com/Archeb/CyberGroupmate,184,,,,"{""matched_paths"": [""system-prompts/meta-agent/proactive-idle.md""], ""queries"": [""*.prompt.md""]}",.github/workflows; tests/,,true,stars:50-199|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,ArdentAILabs/DE-Bench,https://github.com/ArdentAILabs/DE-Bench,34,,,,"{""matched_paths"": ["".cursor/rules/coding.mdc""], ""queries"": ["".cursor/rules""]}",.github/workflows; pytest.ini,,true,stars:10-49|artifact:.cursor/rules|agent_flag:true,,,,,,,,
0.1,Arenukvern/mcp_flutter,https://github.com/Arenukvern/mcp_flutter,327,,,,"{""matched_paths"": ["".clinerules""], ""queries"": ["".clinerules""]}",.github/workflows,tags=1; releases=1,true,stars:200-999|artifact:.clinerules|agent_flag:true,,,,,,,,
0.1,Arindam200/awesome-ai-apps,https://github.com/Arindam200/awesome-ai-apps,12860,,,,"{""matched_paths"": [""advance_ai_agents/deep_research_writing_agents_nebius_okahu/implement_yourself/tasks/006-add-research-workflow-prompt.groomed.md""], ""queries"": [""*.prompt.md""]}",.github/workflows,,true,stars:1000+|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,ArisGuimera/MobiAI-Core,https://github.com/ArisGuimera/MobiAI-Core,392,,,,"{""matched_paths"": [""GEMINI.md""], ""queries"": [""GEMINI.md""]}",.github/workflows,tags=1; releases=1,true,stars:200-999|artifact:GEMINI.md|agent_flag:true,,,,,,,,
0.1,Arize-ai/client_python,https://github.com/Arize-ai/client_python,58,,,,"{""matched_paths"": [""docs/source/prompts.md"", ""src/arize/_generated/api_client/docs/PromptVersionCreateRequest.md""], ""queries"": [""*.prompt.md""]}",tests/,tags=1; releases=0,true,stars:50-199|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,AsiaOstrich/universal-dev-standards,https://github.com/AsiaOstrich/universal-dev-standards,69,,,,"{""matched_paths"": [""integrations/roo-code/.clinerules""], ""queries"": ["".clinerules""]}",.github/workflows; tests/; specs/,tags=1; releases=1,true,stars:50-199|artifact:.clinerules|agent_flag:true,,,,,,,,
0.1,Asymptote-Labs/agent-beacon,https://github.com/Asymptote-Labs/agent-beacon,244,,,,"{""matched_paths"": [""rules/prompt-injection/exfiltrate-system-prompt.rule.yaml""], ""queries"": [""system-prompt.*""]}",.github/workflows; spec/,tags=1; releases=1,true,stars:200-999|artifact:system-prompt.*|agent_flag:true,,,,,,,,
0.1,Auriti-Labs/geo-optimizer-skill,https://github.com/Auriti-Labs/geo-optimizer-skill,479,,,,"{""matched_paths"": [""src/geo_optimizer/skills/catalog/geo_ai_discovery_readiness/prompt.md""], ""queries"": [""*.prompt.md""]}",.github/workflows; tests/,tags=1; releases=1,true,stars:200-999|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,Automattic/data-liberation-agent,https://github.com/Automattic/data-liberation-agent,30,,,,"{""matched_paths"": [""prompts/wix.md""], ""queries"": [""prompts/""]}",test/,,true,stars:10-49|artifact:prompts/|agent_flag:true,,,,,,,,
0.1,Automattic/newspack-workspace,https://github.com/Automattic/newspack-workspace,16,,,,"{""matched_paths"": [""plugins/newspack-blocks/CLAUDE.md""], ""queries"": [""CLAUDE.md""]}",.github/workflows,tags=1; releases=1,false,stars:10-49|artifact:CLAUDE.md|agent_flag:false,,,,,,,,
0.1,Automattic/wp-calypso,https://github.com/Automattic/wp-calypso,12635,,,,"{""matched_paths"": [""client/landing/stepper/AGENTS.md""], ""queries"": [""AGENTS.md""]}",.circleci; .buildkite; test/,tags=1; releases=1,true,stars:1000+|artifact:AGENTS.md|agent_flag:true,,,,,,,,
0.1,Autonoma-Labs/Open-CoWork,https://github.com/Autonoma-Labs/Open-CoWork,34,,,,"{""matched_paths"": [""src/renderer/services/ai/system-prompt.ts""], ""queries"": [""system-prompt.*""]}",.github/workflows; tests/,,true,stars:10-49|artifact:system-prompt.*|agent_flag:true,,,,,,,,
0.1,Avantis-Labs/avantis_trader_sdk,https://github.com/Avantis-Labs/avantis_trader_sdk,23,,,,"{""matched_paths"": ["".cursorrules""], ""queries"": ["".cursorrules""]}",tests/,tags=1; releases=1,true,stars:10-49|artifact:.cursorrules|agent_flag:true,,,,,,,,
0.1,Avarok-Cybersecurity/atlas,https://github.com/Avarok-Cybersecurity/atlas,511,,,,"{""matched_paths"": [""scripts/fixtures/opencode_system_prompt.txt""], ""queries"": [""system_prompt.*""]}",.github/workflows; Cargo.toml; tests/,,true,stars:200-999|artifact:system_prompt.*|agent_flag:true,,,,,,,,
0.1,AyayaXiaowang/Ayaya_Miliastra_Editor,https://github.com/AyayaXiaowang/Ayaya_Miliastra_Editor,297,,,,"{""matched_paths"": [""assets/ocr_templates/1080-100-CN/claude.md"", ""engine/configs/rules/claude.md""], ""queries"": [""CLAUDE.md""]}",.github/workflows; pytest.ini; tests/,,false,stars:200-999|artifact:CLAUDE.md|agent_flag:false,,,,,,,,
0.1,Azure-Samples/Copilot-Studio-with-Azure-AI-Search,https://github.com/Azure-Samples/Copilot-Studio-with-Azure-AI-Search,26,,,,"{""matched_paths"": ["".github/chatmodes/README.md""], ""queries"": ["".github/chatmodes""]}",.github/workflows; tests/,tags=1; releases=1,true,stars:10-49|artifact:.github/chatmodes|agent_flag:true,,,,,,,,
0.1,Azure-Samples/art-voice-agent-accelerator,https://github.com/Azure-Samples/art-voice-agent-accelerator,73,,,,"{""matched_paths"": ["".github/copilot-instructions.md""], ""queries"": ["".github/copilot-instructions.md""]}",.github/workflows; tests/,tags=1; releases=1,true,stars:50-199|artifact:.github/copilot-instructions.md|agent_flag:true,,,,,,,,
0.1,Azure-Samples/multimodal-rag-code-execution,https://github.com/Azure-Samples/multimodal-rag-code-execution,79,,,,"{""matched_paths"": [""tutorials/11_System_Prompt_Optimizer.ipynb""], ""queries"": [""system_prompt.*""]}",.github/workflows,,true,stars:50-199|artifact:system_prompt.*|agent_flag:true,,,,,,,,
0.1,Azure/azure-sdk-for-python,https://github.com/Azure/azure-sdk-for-python,5557,,,,"{""matched_paths"": ["".github/copilot-instructions.md""], ""queries"": [""copilot-instructions.md""]}",.github/workflows,tags=1; releases=1,true,stars:1000+|artifact:copilot-instructions.md|agent_flag:true,,,,,,,,
0.1,Azure/azure-sdk-tools,https://github.com/Azure/azure-sdk-tools,132,,,,"{""matched_paths"": ["".github/copilot-instructions.md""], ""queries"": [""copilot-instructions.md""]}",.github/workflows,tags=1; releases=1,true,stars:50-199|artifact:copilot-instructions.md|agent_flag:true,,,,,,,,
0.1,Azure/kimojio-rs,https://github.com/Azure/kimojio-rs,242,,,,"{""matched_paths"": ["".github/copilot-instructions.md""], ""queries"": ["".github/copilot-instructions.md""]}",.github/workflows; Cargo.toml,tags=1; releases=1,true,stars:200-999|artifact:.github/copilot-instructions.md|agent_flag:true,,,,,,,,
0.1,Azure/oav,https://github.com/Azure/oav,105,,,,"{""matched_paths"": ["".github/copilot-instructions.md""], ""queries"": [""copilot-instructions.md""]}",.github/workflows; test/,tags=1; releases=1,true,stars:50-199|artifact:copilot-instructions.md|agent_flag:true,,,,,,,,
0.1,AzureAD/microsoft-authentication-library-common-for-objc,https://github.com/AzureAD/microsoft-authentication-library-common-for-objc,53,,,,"{""matched_paths"": ["".github/copilot-instructions.md""], ""queries"": ["".github/copilot-instructions.md""]}",.github/workflows,tags=1; releases=1,true,stars:50-199|artifact:.github/copilot-instructions.md|agent_flag:true,,,,,,,,
0.1,B-M-Capital-Research/honeclaw,https://github.com/B-M-Capital-Research/honeclaw,737,,,,"{""matched_paths"": [""docs/bugs/archive/opencode_prompt_issues.md""], ""queries"": [""*.prompt.md""]}",.github/workflows; Cargo.toml; tests/,tags=1; releases=1,true,stars:200-999|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,BNETDocs/bnetdocs-web,https://github.com/BNETDocs/bnetdocs-web,35,,,,"{""matched_paths"": [""CLAUDE.md""], ""queries"": [""CLAUDE.md""]}",.github/workflows; phpunit.xml; tests/,tags=1; releases=1,false,stars:10-49|artifact:CLAUDE.md|agent_flag:false,,,,,,,,
0.1,BUZZARDGTA/Session-Sniffer,https://github.com/BUZZARDGTA/Session-Sniffer,87,,,,"{""matched_paths"": ["".github/copilot-instructions.md""], ""queries"": ["".github/copilot-instructions.md""]}",.github/workflows,tags=1; releases=1,true,stars:50-199|artifact:.github/copilot-instructions.md|agent_flag:true,,,,,,,,
0.1,BintzGavin/helios,https://github.com/BintzGavin/helios,86,,,,"{""matched_paths"": ["".sys/plans/2026-05-29-CORE-AI-System-Prompt.md""], ""queries"": [""system-prompt.*""]}",.github/workflows; tests/,,true,stars:50-199|artifact:system-prompt.*|agent_flag:true,,,,,,,,
0.1,Biont/shellm,https://github.com/Biont/shellm,31,,,,"{""matched_paths"": ["".aider.conf.yml""], ""queries"": ["".aider.conf.yml""]}",tests/,tags=1; releases=1,true,stars:10-49|artifact:.aider.conf.yml|agent_flag:true,,,,,,,,
0.1,Bitterbot-AI/bitterbot-desktop,https://github.com/Bitterbot-AI/bitterbot-desktop,2392,,,,"{""matched_paths"": [""src/agents/system-prompt.ts""], ""queries"": [""system-prompt.*""]}",.github/workflows; test/,tags=1; releases=1,true,stars:1000+|artifact:system-prompt.*|agent_flag:true,,,,,,,,
0.1,BlackBeltTechnology/pi-agent-dashboard,https://github.com/BlackBeltTechnology/pi-agent-dashboard,168,,,,"{""matched_paths"": [""openspec/changes/archive/2026-03-27-auto-resume-on-prompt/tasks.md""], ""queries"": [""*.prompt.md""]}",.github/workflows,tags=1; releases=1,true,stars:50-199|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,BoweyLou/obsidian-mcp-server-enhanced,https://github.com/BoweyLou/obsidian-mcp-server-enhanced,30,,,,"{""matched_paths"": ["".clinerules""], ""queries"": ["".clinerules""]}",.github/workflows,,true,stars:10-49|artifact:.clinerules|agent_flag:true,,,,,,,,
0.1,Brawl345/Image-Reverse-Search-WebExtension,https://github.com/Brawl345/Image-Reverse-Search-WebExtension,157,,,,"{""matched_paths"": ["".windsurfrules""], ""queries"": ["".windsurfrules""]}",.github/workflows,tags=1; releases=1,true,stars:50-199|artifact:.windsurfrules|agent_flag:true,,,,,,,,
0.1,BrowserOperator/browser-operator-core,https://github.com/BrowserOperator/browser-operator-core,488,,,,"{""matched_paths"": [""CLAUDE.md""], ""queries"": [""CLAUDE.md""]}",.github/workflows; test/,tags=1; releases=1,true,stars:200-999|artifact:CLAUDE.md|agent_flag:true,,,,,,,,
0.1,BruinGrowly/Emergent-Code,https://github.com/BruinGrowly/Emergent-Code,12,,,,"{""matched_paths"": [""STM/Gemini.md""], ""queries"": [""GEMINI.md""]}",tests/,,true,stars:10-49|artifact:GEMINI.md|agent_flag:true,,,,,,,,
0.1,Bugb-Technologies/guardlink,https://github.com/Bugb-Technologies/guardlink,16,,,,"{""matched_paths"": ["".clinerules""], ""queries"": ["".clinerules""]}",.github/workflows; tests/,tags=1; releases=1,true,stars:10-49|artifact:.clinerules|agent_flag:true,,,,,,,,
0.1,BuildWithHussain/hive,https://github.com/BuildWithHussain/hive,16,,,,"{""matched_paths"": [""prompts/prd.md""], ""queries"": [""prompts/""]}",.github/workflows,,true,stars:10-49|artifact:prompts/|agent_flag:true,,,,,,,,
0.1,CERTCC/Vultron,https://github.com/CERTCC/Vultron,20,,,,"{""matched_paths"": [""prompts/BUGS_FROM_LOGS_prompt.md""], ""queries"": [""*.prompt.md"", ""prompts/""]}",.github/workflows; test/; specs/,tags=1; releases=1,true,stars:10-49|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,CSlawyer1985/case-type-guide,https://github.com/CSlawyer1985/case-type-guide,13,,,,"{""matched_paths"": [""prompt.md""], ""queries"": [""*.prompt.md""]}",tests/,,true,stars:10-49|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,CallMarcus/dji-drone-metadata-embedder,https://github.com/CallMarcus/dji-drone-metadata-embedder,10,,,,"{""matched_paths"": [""docs/research/2026-04-19-gemini.md""], ""queries"": [""GEMINI.md""]}",.github/workflows; pytest.ini; tests/,tags=1; releases=1,true,stars:10-49|artifact:GEMINI.md|agent_flag:true,,,,,,,,
0.1,Case211/remnawave-admin,https://github.com/Case211/remnawave-admin,224,,,,"{""matched_paths"": [""CLAUDE.md""], ""queries"": [""CLAUDE.md""]}",.github/workflows,tags=1; releases=1,false,stars:200-999|artifact:CLAUDE.md|agent_flag:false,,,,,,,,
0.1,Castor6/tactus,https://github.com/Castor6/tactus,360,,,,"{""matched_paths"": ["".agents/skills/design-style/prompts/BoldTypography.md""], ""queries"": [""*.prompt.md""]}",.github/workflows,tags=1; releases=1,true,stars:200-999|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,CavinHuang/comfyui-nodes-docs,https://github.com/CavinHuang/comfyui-nodes-docs,279,,,,"{""matched_paths"": [""docs/LMStudioPrompt.md"", ""docs/ScaleBatchPromptSchedule.md""], ""queries"": [""*.prompt.md""]}",.github/workflows,,true,stars:200-999|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,Certora/AIComposer,https://github.com/Certora/AIComposer,27,,,,"{""matched_paths"": [""composer/templates/harness_generation_system_prompt.j2"", ""composer/templates/source_tools_system_prompt.j2""], ""queries"": [""system_prompt.*""]}",.github/workflows; tests/,tags=1; releases=1,true,stars:10-49|artifact:system_prompt.*|agent_flag:true,,,,,,,,
0.1,Checkmk/checkmk,https://github.com/Checkmk/checkmk,2285,,,,"{""matched_paths"": ["".github/copilot-instructions.md""], ""queries"": [""copilot-instructions.md""]}",.github/workflows; go.mod; Cargo.toml; tests/,tags=1; releases=0,true,stars:1000+|artifact:copilot-instructions.md|agent_flag:true,,,,,,,,
